"id","UniProt","Symbol","Ligand Name","Ligand Is Drug","Ligand SMILES","Ligand PubChem ID","Ligand ChEMBL ID","Ligand Guide to Pharmacology ID","Ligand DrugCentral ID","Ligand Description","Preferred Term","UNII","Ligand Activity","Ligand Activity Type","Ligand Action","Ligand References","Ligand Reference Source","Ligand PubMed IDs"
570,"P14416","DRD2","N-(trans-4-(2-(4-(benzo[d]isothiazol-3-yl)piperazin-1-yl)ethyl)cyclohexyl)-1H-pyrrole-2-carboxamide",0,"O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1ccc[nH]1","","CHEMBL3938210","","",,,,9.68,"Ki",,"Eur J Med Chem, (2016) 123:None:332",,"27487565"
570,"P14416","DRD2","1-(2-methoxyphenyl)-4-((1-phenyl-1H-pyrazol-4-yl)methyl)piperazine",0,"COc1ccccc1N1CCN(Cc2cnn(-c3ccccc3)c2)CC1","17449900","CHEMBL379602","","",,,,9.66,"EC50",,"Bioorg. Med. Chem. Lett., (2006) 16:11:2955",,"16563764"
570,"P14416","DRD2","1-(2-methoxyphenyl)-4-((1-phenyl-1H-pyrazol-4-yl)methyl)piperazine",0,"COc1ccccc1N1CCN(Cc2cnn(-c3ccccc3)c2)CC1","17449900","CHEMBL379602","","",,,,9.55,"EC50",,"Bioorg. Med. Chem. Lett., (2006) 16:11:2955",,"16563764"
570,"P14416","DRD2","1-(2-methoxyphenyl)-4-((1-phenyl-1H-pyrazol-4-yl)methyl)piperazine",0,"COc1ccccc1N1CCN(Cc2cnn(-c3ccccc3)c2)CC1","17449900","CHEMBL379602","","",,,,8.1,"Ki",,"Bioorg. Med. Chem. Lett., (2006) 16:11:2955",,"16563764"
570,"P14416","DRD2","1-(2-methoxyphenyl)-4-((1-phenyl-1H-pyrazol-4-yl)methyl)piperazine",0,"COc1ccccc1N1CCN(Cc2cnn(-c3ccccc3)c2)CC1","17449900","CHEMBL379602","","",,,,7.96,"Ki",,"Bioorg. Med. Chem. Lett., (2006) 16:11:2955",,"16563764"
570,"P14416","DRD2","7-(4-(4-(2-methoxyphenyl)piperazin-1-yl)butoxy)-3,4-dihydroquinolin-2(1H)-one",0,"COc1ccccc1N1CCN(CCCCOc2ccc3c(c2)NC(=O)CC3)CC1","53249133,10692886","CHEMBL1813590,CHEMBL160296","","",,,,9.66,"Ki",,"Bioorg. Med. Chem., (2011) 19:11:3502",,"21536445"
570,"P14416","DRD2","7-(4-(4-(2-methoxyphenyl)piperazin-1-yl)butoxy)-3,4-dihydroquinolin-2(1H)-one",0,"COc1ccccc1N1CCN(CCCCOc2ccc3c(c2)NC(=O)CC3)CC1","53249133,10692886","CHEMBL1813590,CHEMBL160296","","",,,,9.52,"Ki",,"J. Med. Chem., (2012) 55:16:7141",,"22845053"
570,"P14416","DRD2","7-(4-(4-(2-methoxyphenyl)piperazin-1-yl)butoxy)-3,4-dihydroquinolin-2(1H)-one",0,"COc1ccccc1N1CCN(CCCCOc2ccc3c(c2)NC(=O)CC3)CC1","53249133,10692886","CHEMBL1813590,CHEMBL160296","","",,,,9.49,"Ki",,"None, (2015) None:None:None",,
570,"P14416","DRD2","7-(4-(4-(2-methoxyphenyl)piperazin-1-yl)butoxy)-3,4-dihydroquinolin-2(1H)-one",0,"COc1ccccc1N1CCN(CCCCOc2ccc3c(c2)NC(=O)CC3)CC1","53249133,10692886","CHEMBL1813590,CHEMBL160296","","",,,,9.3,"EC50",,"None, (2015) None:None:None",,
570,"P14416","DRD2","7-(4-(4-(2-methoxyphenyl)piperazin-1-yl)butoxy)-3,4-dihydroquinolin-2(1H)-one",0,"COc1ccccc1N1CCN(CCCCOc2ccc3c(c2)NC(=O)CC3)CC1","53249133,10692886","CHEMBL1813590,CHEMBL160296","","",,,,9.22,"EC50",,"J. Med. Chem., (2012) 55:16:7141",,"22845053"
570,"P14416","DRD2","7-(4-(4-(2-methoxyphenyl)piperazin-1-yl)butoxy)-3,4-dihydroquinolin-2(1H)-one",0,"COc1ccccc1N1CCN(CCCCOc2ccc3c(c2)NC(=O)CC3)CC1","53249133,10692886","CHEMBL1813590,CHEMBL160296","","",,,,8.6,"EC50",,"J. Med. Chem., (2012) 55:16:7141",,"22845053"
570,"P14416","DRD2","8-(biphenyl-3-ylmethyl)-6,6a,7,8,9,10-hexahydro-4H-pyrazino[1,2-a]pyrrolo[4,3,2-de]quinoline",0,"c1ccc(-c2cccc(CN3CCN4c5cccc6[nH]cc(c56)CC4C3)c2)cc1","53327262","CHEMBL3286578","","",,,,9.64,"Ki",,"J. Med. Chem., (2014) 57:13:5823",,"24878269"
570,"P14416","DRD2","8-(biphenyl-3-ylmethyl)-6,6a,7,8,9,10-hexahydro-4H-pyrazino[1,2-a]pyrrolo[4,3,2-de]quinoline",0,"c1ccc(-c2cccc(CN3CCN4c5cccc6[nH]cc(c56)CC4C3)c2)cc1","53327262","CHEMBL3286578","","",,,,9.19,"Ki",,"J. Med. Chem., (2014) 57:13:5823",,"24878269"
570,"P14416","DRD2","4-Amino-N-(9-benzyl-9-aza-bicyclo[3.3.1]non-3-yl)-5-chloro-2-methoxy-benzamide",0,"COc1cc(N)c(Cl)cc1C(=O)NC1CC2CCCC(C1)N2Cc1ccccc1","44348012","CHEMBL122533","","",,,,9.6,"Ki",,"Bioorg. Med. Chem. Lett., (1995) 5:1:39",,
570,"P14416","DRD2","7-(4-(4-(2-(2-Fluoroethoxy)phenyl)piperazin-1-yl)butoxy)-3,4-dihydroquinolin-2(1H)-one oxalate",0,"O=C(O)C(=O)O.O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4OCCF)CC3)cc2N1","53248672","CHEMBL1813591","","",,,,9.59,"Ki",,"Bioorg. Med. Chem., (2011) 19:11:3502",,"21536445"
570,"P14416","DRD2","(S)-4-(5-((5-Hydroxy-1,2,3,4-tetrahydronaphthalen-2-yl)(propyl)amino)pentyl)benzene-1,2-diol",0,"CCCN(CCCCCc1ccc(O)c(O)c1)[C@H]1CCc2c(O)cccc2C1","132578416","CHEMBL4538230","","",,,,9.57,"EC50",,"Bioorg Med Chem, (2016) 24:21:5088",,"27591013"
570,"P14416","DRD2","(S)-N-((1-ethylpyrrolidin-2-yl)methyl)-3-hydroxy-5-iodo-2,6-dimethoxybenzamide",0,"CCN1CCC[C@H]1CNC(=O)c1c(OC)c(O)cc(I)c1OC","52942303","CHEMBL1276325","","",,,,9.54,"IC50",,"Eur. J. Med. Chem., (2010) 45:11:4856",,"20728966"
570,"P14416","DRD2","(S)6-({2-[4-(7-Nitro-benzo[1,2,5]oxadiazol-4-ylamino)-phenyl]-ethyl}-propyl-amino)-5,6,7,8-tetrahydro-naphthalen-1-ol",0,"CCCN(CCc1ccc(Nc2ccc([N+](=O)[O-])c3nonc23)cc1)[C@H]1CCc2c(O)cccc2C1","15115517","CHEMBL113196","","",,,,9.52,"Ki",,"J. Med. Chem., (1991) 34:11:3235",,"1956042"
570,"P14416","DRD2","1-Allyl-2,3,3a,4,9,9a-hexahydro-1H-benzo[f]indol-5-ol",0,"C=CCN1CC[C@@H]2Cc3c(O)cccc3C[C@H]21","10014057","CHEMBL11363","","",,,,9.52,"Ki",,"J. Med. Chem., (1993) 36:10:1301",,"8496900"
570,"P14416","DRD2","1-Allyl-2,3,3a,4,9,9a-hexahydro-1H-benzo[f]indol-5-ol",0,"C=CCN1CC[C@@H]2Cc3c(O)cccc3C[C@H]21","10014057","CHEMBL11363","","",,,,9.52,"Ki",,"J. Med. Chem., (1993) 36:8:1069",,"8097538"
570,"P14416","DRD2","6-(3-(4-(2,3-dihydro-1H-inden-4-yl)piperazin-1-yl)propoxy)isoindolin-1-one",0,"O=C1NCc2ccc(OCCCN3CCN(c4cccc5c4CCC5)CC3)cc21","25068964","CHEMBL1257262","","",,,,9.52,"Ki",,"Bioorg. Med. Chem. Lett., (2010) 20:19:5666",,"20801650"
570,"P14416","DRD2","7-(4-(4-(2-fluorophenyl)piperazin-1-yl)butoxy)-3,4-dihydroquinolin-2(1H)-one",0,"O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4F)CC3)cc2N1","10715828","CHEMBL160630","","",,,,9.52,"EC50",,"J. Med. Chem., (2012) 55:16:7141",,"22845053"
570,"P14416","DRD2","7-(4-(4-(2-fluorophenyl)piperazin-1-yl)butoxy)-3,4-dihydroquinolin-2(1H)-one",0,"O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4F)CC3)cc2N1","10715828","CHEMBL160630","","",,,,9.1,"EC50",,"J. Med. Chem., (2012) 55:16:7141",,"22845053"
570,"P14416","DRD2","7-(4-(4-(2-fluorophenyl)piperazin-1-yl)butoxy)-3,4-dihydroquinolin-2(1H)-one",0,"O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4F)CC3)cc2N1","10715828","CHEMBL160630","","",,,,8.26,"Ki",,"J. Med. Chem., (2012) 55:16:7141",,"22845053"
570,"P14416","DRD2","3-Amino-N-(5-(4-(2,3-dichlorophenyl)piperazin-1-yl)pentyl)-4,6-dimethylthieno[2,3-b]pyridine-2-carboxamide",0,"Cc1cc(C)c2c(N)c(C(=O)NCCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)sc2n1","90645289","CHEMBL3298895","","",,,,9.52,"EC50",,"J. Med. Chem., (2014) 57:11:4924",,"24827597"
570,"P14416","DRD2","3-Amino-N-(5-(4-(2,3-dichlorophenyl)piperazin-1-yl)pentyl)-4,6-dimethylthieno[2,3-b]pyridine-2-carboxamide",0,"Cc1cc(C)c2c(N)c(C(=O)NCCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)sc2n1","90645289","CHEMBL3298895","","",,,,7.95,"Ki",,"J. Med. Chem., (2014) 57:11:4924",,"24827597"
570,"P14416","DRD2","3-Amino-N-(5-(4-(2,3-dichlorophenyl)piperazin-1-yl)pentyl)-4,6-dimethylthieno[2,3-b]pyridine-2-carboxamide",0,"Cc1cc(C)c2c(N)c(C(=O)NCCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)sc2n1","90645289","CHEMBL3298895","","",,,,7.95,"Ki",,"J. Med. Chem., (2014) 57:11:4924",,"24827597"
570,"P14416","DRD2","3-Amino-N-(5-(4-(2,3-dichlorophenyl)piperazin-1-yl)pentyl)-4,6-dimethylthieno[2,3-b]pyridine-2-carboxamide",0,"Cc1cc(C)c2c(N)c(C(=O)NCCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)sc2n1","90645289","CHEMBL3298895","","",,,,7.88,"EC50",,"J. Med. Chem., (2014) 57:11:4924",,"24827597"
570,"P14416","DRD2","N-(trans-4-(2-(4-(benzo[d]isothiazol-3-yl)piperazin-1-yl)ethyl)cyclohexy)-N-methylthiophene-2-sulfonamide",0,"CN([C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)S(=O)(=O)c1cccs1","","CHEMBL3895540","","",,,,9.52,"Ki",,"Eur J Med Chem, (2016) 123:None:332",,"27487565"
570,"P14416","DRD2","UNC10108017::US9156822, 40",0,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4OCCO5)CC3)cc2N1","56597227","CHEMBL3982360","","",,,,9.52,"Ki",,"None, (2015) None:None:None",,
570,"P14416","DRD2","UNC10108017::US9156822, 40",0,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4OCCO5)CC3)cc2N1","56597227","CHEMBL3982360","","",,,,8.82,"EC50",,"None, (2015) None:None:None",,
570,"P14416","DRD2","5-{4-[4-(2,3-Dichlorophenyl)piperazin-1-yl]butyramido}pyrazolo[1,5-a]pyridine-3-carbaldehyde",0,"O=Cc1cnn2ccc(NC(=O)CCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12","137636351","CHEMBL4060403","","",,,,9.52,"Ki",,"J Med Chem, (2017) 60:7:2908",,"28248104"
570,"P14416","DRD2","5-{4-[4-(2,3-Dichlorophenyl)piperazin-1-yl]butyramido}pyrazolo[1,5-a]pyridine-3-carbaldehyde",0,"O=Cc1cnn2ccc(NC(=O)CCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12","137636351","CHEMBL4060403","","",,,,9.39,"Ki",,"J Med Chem, (2017) 60:7:2908",,"28248104"
570,"P14416","DRD2","5-{4-[4-(2,3-Dichlorophenyl)piperazin-1-yl]butyramido}pyrazolo[1,5-a]pyridine-3-carbaldehyde",0,"O=Cc1cnn2ccc(NC(=O)CCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12","137636351","CHEMBL4060403","","",,,,7.89,"EC50",,"J Med Chem, (2017) 60:7:2908",,"28248104"
570,"P14416","DRD2","(R)-N-(4-(methyl(2-oxo-2,4,5,6-tetrahydro-1H-imidazo[4,5,1-ij]quinolin-5-yl)amino)butyl)-1H-indole-2-carboxamide",0,"CN(CCCCNC(=O)c1cc2ccccc2[nH]1)[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1","127046922","CHEMBL3798179","","",,,,9.52,"EC50",,"J Med Chem, (2017) 60:7:2890",,"28300398"
570,"P14416","DRD2","(R)-N-(4-(methyl(2-oxo-2,4,5,6-tetrahydro-1H-imidazo[4,5,1-ij]quinolin-5-yl)amino)butyl)-1H-indole-2-carboxamide",0,"CN(CCCCNC(=O)c1cc2ccccc2[nH]1)[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1","127046922","CHEMBL3798179","","",,,,9.52,"EC50",,"J Med Chem, (2018) 61:22:9841",,"29939744"
570,"P14416","DRD2","(R)-N-(4-(methyl(2-oxo-2,4,5,6-tetrahydro-1H-imidazo[4,5,1-ij]quinolin-5-yl)amino)butyl)-1H-indole-2-carboxamide",0,"CN(CCCCNC(=O)c1cc2ccccc2[nH]1)[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1","127046922","CHEMBL3798179","","",,,,8.96,"EC50",,"J Med Chem, (2017) 60:7:2890",,"28300398"
570,"P14416","DRD2","(R)-N-(4-(methyl(2-oxo-2,4,5,6-tetrahydro-1H-imidazo[4,5,1-ij]quinolin-5-yl)amino)butyl)-1H-indole-2-carboxamide",0,"CN(CCCCNC(=O)c1cc2ccccc2[nH]1)[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1","127046922","CHEMBL3798179","","",,,,8.24,"Ki",,"J. Med. Chem., (2016) 59:7:2973",,"27035329"
570,"P14416","DRD2","(R)-N-(4-(methyl(2-oxo-2,4,5,6-tetrahydro-1H-imidazo[4,5,1-ij]quinolin-5-yl)amino)butyl)-1H-indole-2-carboxamide",0,"CN(CCCCNC(=O)c1cc2ccccc2[nH]1)[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1","127046922","CHEMBL3798179","","",,,,7.64,"EC50",,"J. Med. Chem., (2016) 59:7:2973",,"27035329"
570,"P14416","DRD2","(R)-N-(4-(methyl(2-oxo-2,4,5,6-tetrahydro-1H-imidazo[4,5,1-ij]quinolin-5-yl)amino)butyl)-1H-indole-2-carboxamide",0,"CN(CCCCNC(=O)c1cc2ccccc2[nH]1)[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1","127046922","CHEMBL3798179","","",,,,7.56,"EC50",,"J. Med. Chem., (2016) 59:7:2973",,"27035329"
570,"P14416","DRD2","N-{4-[4-(5-Fluoro-1H-indol-3-yl)-1,2,3,6-tetrahydropyridin-1-yl]-butyl}naphthalene-2-sulfonamide",0,"O=S(=O)(NCCCCN1CC=C(c2c[nH]c3ccc(F)cc23)CC1)c1ccc2ccccc2c1","66801561","CHEMBL4062817","","",,,,9.52,"Ki",,"J Med Chem, (2017) 60:17:7483",,"28763213"
570,"P14416","DRD2","(R)-3-(4-(2-(1-(Isoquinolin-5-ylsulfonyl)pyrrolidin-2-yl)ethyl)piperazin-1-yl)-1,2-benzothiazole",0,"O=S(=O)(c1cccc2cnccc12)N1CCC[C@@H]1CCN1CCN(c2nsc3ccccc23)CC1","145985692","CHEMBL4239091","","",,,,9.52,"Ki",,"Eur J Med Chem, (2018) 145:None:790",,"29407591"
570,"P14416","DRD2","(R)-10,11-Bis(methoxymethoxy)-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline",0,"COCOc1ccc2c(c1OCOC)-c1cccc3c1[C@@H](C2)N(C)CC3","3045992","CHEMBL4591021","","",,,,9.52,"EC50",,"ACS Med Chem Lett, (2020) 11:3:385",,"32184974"
570,"P14416","DRD2","(R)-10,11-Bis(methoxymethoxy)-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline",0,"COCOc1ccc2c(c1OCOC)-c1cccc3c1[C@@H](C2)N(C)CC3","3045992","CHEMBL4591021","","",,,,9.5,"EC50",,"ACS Med Chem Lett, (2020) 11:3:385",,"32184974"
570,"P14416","DRD2","4-[3-(4-Chlorophenyl)-3-hydroxy-8-azabicyclo[3.2.1]oct-8-yl]-1-(4-fluorophenyl)butan-1-one",0,"O=C(CCCN1C2CCC1CC(O)(c1ccc(Cl)cc1)C2)c1ccc(F)cc1","13091268","CHEMBL210578","","",,,,9.51,"Ki",,"Bioorg. Med. Chem. Lett., (2003) 13:21:3779",,"14552778"
570,"P14416","DRD2","4-[3-(4-Chlorophenyl)-3-hydroxy-8-azabicyclo[3.2.1]oct-8-yl]-1-(4-fluorophenyl)butan-1-one",0,"O=C(CCCN1C2CCC1CC(O)(c1ccc(Cl)cc1)C2)c1ccc(F)cc1","13091268","CHEMBL210578","","",,,,9.51,"Ki",,"Bioorg. Med. Chem. Lett., (2003) 13:21:3779",,"14552778"
570,"P14416","DRD2","4-[3-(4-Chlorophenyl)-3-hydroxy-8-azabicyclo[3.2.1]oct-8-yl]-1-(4-fluorophenyl)butan-1-one",0,"O=C(CCCN1C2CCC1CC(O)(c1ccc(Cl)cc1)C2)c1ccc(F)cc1","13091268","CHEMBL210578","","",,,,9.51,"Ki",,"Bioorg. Med. Chem. Lett., (2014) 24:17:4294",,"25070422"
570,"P14416","DRD2","4-[3-(4-Chlorophenyl)-3-hydroxy-8-azabicyclo[3.2.1]oct-8-yl]-1-(4-fluorophenyl)butan-1-one",0,"O=C(CCCN1C2CCC1CC(O)(c1ccc(Cl)cc1)C2)c1ccc(F)cc1","13091268","CHEMBL210578","","",,,,8.8,"Ki",,"Bioorg. Med. Chem. Lett., (2006) 16:12:3219",,"16621538"
570,"P14416","DRD2","4-[3-(4-Chlorophenyl)-3-hydroxy-8-azabicyclo[3.2.1]oct-8-yl]-1-(4-fluorophenyl)butan-1-one",0,"O=C(CCCN1C2CCC1CC(O)(c1ccc(Cl)cc1)C2)c1ccc(F)cc1","13091268","CHEMBL210578","","",,,,8.8,"Ki",,"Bioorg. Med. Chem., (2008) 16:15:7291",,"18595716"
570,"P14416","DRD2","4-[3-(4-Chlorophenyl)-3-hydroxy-8-azabicyclo[3.2.1]oct-8-yl]-1-(4-fluorophenyl)butan-1-one",0,"O=C(CCCN1C2CCC1CC(O)(c1ccc(Cl)cc1)C2)c1ccc(F)cc1","13091268","CHEMBL210578","","",,,,8.8,"Ki",,"Bioorg. Med. Chem., (2009) 17:4:1716",,"19155177"
570,"P14416","DRD2","5-{4-[4-(2,3-Dichlorophenyl)piperazin-1-yl]butoxy}pyrazolo[1,5-a]pyridine-3-carbonitrile",0,"N#Cc1cnn2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12","25071692","CHEMBL3287405","","",,,,9.49,"Ki",,"J. Med. Chem., (2014) 57:11:4861",,"24831693"
570,"P14416","DRD2","5-{4-[4-(2,3-Dichlorophenyl)piperazin-1-yl]butoxy}pyrazolo[1,5-a]pyridine-3-carbonitrile",0,"N#Cc1cnn2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12","25071692","CHEMBL3287405","","",,,,9.24,"Ki",,"J. Med. Chem., (2014) 57:11:4861",,"24831693"
570,"P14416","DRD2","1-(4-Fluorophenyl)-4-(4-hydroxy-4-(4-(trifluoromethyl)phenyl)-piperidin-1-yl)butan-1-one",0,"O=C(CCCN1CCC(O)(c2ccc(C(F)(F)F)cc2)CC1)c1ccc(F)cc1","45006130","CHEMBL4436610","","",,,,9.49,"Ki",,"J Med Chem, (2019) 62:21:9488",,"31580666"
570,"P14416","DRD2","1-(4-Fluorophenyl)-4-(4-hydroxy-4-(4-(trifluoromethyl)phenyl)-piperidin-1-yl)butan-1-one",0,"O=C(CCCN1CCC(O)(c2ccc(C(F)(F)F)cc2)CC1)c1ccc(F)cc1","45006130","CHEMBL4436610","","",,,,9.34,"Kd",,"J Med Chem, (2019) 62:21:9488",,"31580666"
570,"P14416","DRD2","N-(trans-4-(2-(4-(benzo[d]isothiazol-3-yl)piperazin-1-yl)ethyl)cyclohexyl)benzamide",0,"O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1ccccc1","","CHEMBL3920252,CHEMBL3929168","","",,,,9.48,"Ki",,"Eur J Med Chem, (2016) 123:None:332",,"27487565"
570,"P14416","DRD2","N-(trans-4-(2-(4-(benzo[d]isothiazol-3-yl)piperazin-1-yl)ethyl)cyclohexyl)benzamide",0,"O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1ccccc1","","CHEMBL3920252,CHEMBL3929168","","",,,,9.03,"Ki",,"Eur J Med Chem, (2016) 123:None:332",,"27487565"
570,"P14416","DRD2","4-Propyl-3,4,4a,5,6,10b-hexahydro-2H-naphtho[1,2-b][1,4]oxazin-9-ol",0,"CCCN1CCO[C@@H]2c3cc(O)ccc3CC[C@H]21","57532,57533","CHEMBL2106804,CHEMBL69271","","",,,,9.47,"Ki",,"J. Med. Chem., (2014) 57:2:391",,"24325578"
570,"P14416","DRD2","4-Propyl-3,4,4a,5,6,10b-hexahydro-2H-naphtho[1,2-b][1,4]oxazin-9-ol",0,"CCCN1CCO[C@@H]2c3cc(O)ccc3CC[C@H]21","57532,57533","CHEMBL2106804,CHEMBL69271","","",,,,9.35,"Ki",,"J. Med. Chem., (2014) 57:2:391",,"24325578"
570,"P14416","DRD2","4-Propyl-3,4,4a,5,6,10b-hexahydro-2H-naphtho[1,2-b][1,4]oxazin-9-ol",0,"CCCN1CCO[C@@H]2c3cc(O)ccc3CC[C@H]21","57532,57533","CHEMBL2106804,CHEMBL69271","","",,,,8.82,"Ki",,"J. Med. Chem., (2014) 57:2:391",,"24325578"
570,"P14416","DRD2","4-Propyl-3,4,4a,5,6,10b-hexahydro-2H-naphtho[1,2-b][1,4]oxazin-9-ol",0,"CCCN1CCO[C@@H]2c3cc(O)ccc3CC[C@H]21","57532,57533","CHEMBL2106804,CHEMBL69271","","",,,,8.21,"Ki",,"J. Med. Chem., (2000) 43:15:2871",,"10956195"
570,"P14416","DRD2","4-Propyl-3,4,4a,5,6,10b-hexahydro-2H-naphtho[1,2-b][1,4]oxazin-9-ol",0,"CCCN1CCO[C@@H]2c3cc(O)ccc3CC[C@H]21","57532,57533","CHEMBL2106804,CHEMBL69271","","",,,,8.2,"Ki",,"Bioorg. Med. Chem. Lett., (2009) 19:17:5056",,"19635669"
570,"P14416","DRD2","4-Propyl-3,4,4a,5,6,10b-hexahydro-2H-naphtho[1,2-b][1,4]oxazin-9-ol",0,"CCCN1CCO[C@@H]2c3cc(O)ccc3CC[C@H]21","57532,57533","CHEMBL2106804,CHEMBL69271","","",,,,7.77,"Ki",,"J. Med. Chem., (2014) 57:2:391",,"24325578"
570,"P14416","DRD2","4-Propyl-3,4,4a,5,6,10b-hexahydro-2H-naphtho[1,2-b][1,4]oxazin-9-ol",0,"CCCN1CCO[C@@H]2c3cc(O)ccc3CC[C@H]21","57532,57533","CHEMBL2106804,CHEMBL69271","","",,,,7.73,"Ki",,"J. Med. Chem., (2014) 57:2:391",,"24325578"
570,"P14416","DRD2","4-Propyl-3,4,4a,5,6,10b-hexahydro-2H-naphtho[1,2-b][1,4]oxazin-9-ol",0,"CCCN1CCO[C@@H]2c3cc(O)ccc3CC[C@H]21","57532,57533","CHEMBL2106804,CHEMBL69271","","",,,,7.68,"Ki",,"J. Med. Chem., (2014) 57:2:391",,"24325578"
570,"P14416","DRD2","4-Propyl-3,4,4a,5,6,10b-hexahydro-2H-naphtho[1,2-b][1,4]oxazin-9-ol",0,"CCCN1CCO[C@@H]2c3cc(O)ccc3CC[C@H]21","57532,57533","CHEMBL2106804,CHEMBL69271","","",,,,7.67,"Ki",,"J. Med. Chem., (2014) 57:2:391",,"24325578"
570,"P14416","DRD2","1-Methyl-4-[8-(2-methyl-2H-tetrazol-5-ylmethyl)-10,11-dihydro-dibenzo[b,f]thiepin-10-yl]piperazine",0,"CN1CCN(C2Cc3ccccc3Sc3ccc(Cc4nnn(C)n4)cc32)CC1","49781890","CHEMBL1259128","","",,,,9.46,"Ki",,"J. Med. Chem., (2010) 53:19:7021",,"20857909"
570,"P14416","DRD2","N-(trans-4-(2-(4-(benzo[d]isothiazol-3-yl)piperazin-1-yl)ethyl)cyclohexyl)pyridine-3-sulfonamide",0,"O=S(=O)(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1cccnc1","","CHEMBL3933256","","",,,,9.46,"Ki",,"Eur J Med Chem, (2016) 123:None:332",,"27487565"
570,"P14416","DRD2","(+)-butaclamol",0,"CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1","37461","CHEMBL1255588","","",,,,9.43,"Ki",,"J. Med. Chem., (2014) 57:10:4368",,"24779610"
570,"P14416","DRD2","(+)-butaclamol",0,"CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1","37461","CHEMBL1255588","","",,,,9.3,"Ki",,"J. Med. Chem., (2011) 54:15:5320",,"21726069"
570,"P14416","DRD2","(+)-butaclamol",0,"CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1","37461","CHEMBL1255588","","",,,,9.22,"Ki",,"Bioorg. Med. Chem. Lett., (1997) 7:9:1207",,
570,"P14416","DRD2","(+)-butaclamol",0,"CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1","37461","CHEMBL1255588","","",,,,9.13,"Ki",,"Eur. J. Med. Chem., (2013) 63:None:85",,"23466604"
570,"P14416","DRD2","(+)-butaclamol",0,"CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1","37461","CHEMBL1255588","","",,,,8.85,"IC50",,"Bioorg. Med. Chem., (2013) 21:10:2764",,"23582449"
570,"P14416","DRD2","(+)-butaclamol",0,"CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1","37461","CHEMBL1255588","","",,,,8.66,"IC50",,"Eur. J. Med. Chem., (2013) 63:None:85",,"23466604"
570,"P14416","DRD2","(+)-butaclamol",0,"CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1","37461","CHEMBL1255588","","",,,,8.59,"Ki",,"J. Med. Chem., (2014) 57:11:4962",,"24848155"
570,"P14416","DRD2","(+)-butaclamol",0,"CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1","37461","CHEMBL1255588","","",,,,8.54,"Ki",,"J. Med. Chem., (2008) 51:22:7094",,"18983139"
570,"P14416","DRD2","(+)-butaclamol",0,"CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1","37461","CHEMBL1255588","","",,,,8.06,"IC50",,"J. Med. Chem., (2008) 51:22:7094",,"18983139"
